ID,Area,Year,Income Type,Source,Period Type,State Name,Income,Income Rank,Population
137668,Liberty,2010,Per capita income,BEA,Annual,Montana,"$32,766",33,"2,355"
137694,Lincoln,2010,Per capita income,BEA,Annual,Montana,"$26,891",51,"19,685"
137720,McCone,2010,Per capita income,BEA,Annual,Montana,"$35,455",16,"1,737"
137746,Madison,2010,Per capita income,BEA,Annual,Montana,"$34,161",25,"7,685"
137772,Meagher,2010,Per capita income,BEA,Annual,Montana,"$33,012",31,"1,889"
137798,Mineral,2010,Per capita income,BEA,Annual,Montana,"$27,895",48,"4,218"
137824,Missoula,2010,Per capita income,BEA,Annual,Montana,"$33,642",29,"109,455"
137850,Musselshell,2010,Per capita income,BEA,Annual,Montana,"$32,375",34,"4,546"
137876,Park,2010,Per capita income,BEA,Annual,Montana,"$34,307",23,"15,587"
137902,Petroleum,2010,Per capita income,BEA,Annual,Montana,"$28,470",47,492
137928,Phillips,2010,Per capita income,BEA,Annual,Montana,"$31,839",35,"4,258"
137954,Pondera,2010,Per capita income,BEA,Annual,Montana,"$36,121",14,"6,166"
137980,Powder River,2010,Per capita income,BEA,Annual,Montana,"$27,257",50,"1,730"
138006,Powell,2010,Per capita income,BEA,Annual,Montana,"$26,022",54,"7,017"
138032,Prairie,2010,Per capita income,BEA,Annual,Montana,"$31,420",37,"1,186"
138058,Ravalli,2010,Per capita income,BEA,Annual,Montana,"$31,516",36,"40,340"
138084,Richland,2010,Per capita income,BEA,Annual,Montana,"$45,134",3,"9,748"
138110,Roosevelt,2010,Per capita income,BEA,Annual,Montana,"$30,809",39,"10,443"
138136,Rosebud,2010,Per capita income,BEA,Annual,Montana,"$33,179",30,"9,249"
138162,Sanders,2010,Per capita income,BEA,Annual,Montana,"$25,936",55,"11,394"
138235,Beaverhead,2010,Per capita income,BEA,Annual,Montana,"$30,722",40,"9,241"
138261,Big Horn,2010,Per capita income,BEA,Annual,Montana,"$25,385",56,"12,907"
138287,Blaine,2010,Per capita income,BEA,Annual,Montana,"$26,535",52,"6,490"
138313,Broadwater,2010,Per capita income,BEA,Annual,Montana,"$30,623",42,"5,626"
138339,Carbon,2010,Per capita income,BEA,Annual,Montana,"$34,798",20,"10,066"
138365,Carter,2010,Per capita income,BEA,Annual,Montana,"$29,811",45,"1,155"
138391,Cascade,2010,Per capita income,BEA,Annual,Montana,"$37,896",9,"81,533"
138417,Chouteau,2010,Per capita income,BEA,Annual,Montana,"$30,222",43,"5,818"
138443,Custer,2010,Per capita income,BEA,Annual,Montana,"$34,982",19,"11,692"
138469,Daniels,2010,Per capita income,BEA,Annual,Montana,"$49,696",1,"1,745"
138495,Dawson,2010,Per capita income,BEA,Annual,Montana,"$34,274",24,"8,938"
138521,Deer Lodge,2010,Per capita income,BEA,Annual,Montana,"$30,054",44,"9,299"
138547,Fallon,2010,Per capita income,BEA,Annual,Montana,"$42,929",5,"2,887"
138573,Fergus,2010,Per capita income,BEA,Annual,Montana,"$33,700",27,"11,588"
138599,Flathead,2010,Per capita income,BEA,Annual,Montana,"$34,444",21,"90,868"
138625,Gallatin,2010,Per capita income,BEA,Annual,Montana,"$36,230",13,"89,626"
138651,Garfield,2010,Per capita income,BEA,Annual,Montana,"$30,885",38,"1,187"
138677,Glacier,2010,Per capita income,BEA,Annual,Montana,"$29,725",46,"13,431"
138703,Golden Valley,2010,Per capita income,BEA,Annual,Montana,"$36,502",12,883
138729,Granite,2010,Per capita income,BEA,Annual,Montana,"$30,694",41,"3,072"
138755,Hill,2010,Per capita income,BEA,Annual,Montana,"$35,349",18,"16,147"
138781,Jefferson,2010,Per capita income,BEA,Annual,Montana,"$37,006",11,"11,393"
135080,Wibaux,2009,Per capita income,BEA,Annual,Montana,"$30,526",34,"1,030"
135083,Yellowstone,2009,Per capita income,BEA,Annual,Montana,"$37,584",7,"146,465"
135086,Valley,2009,Per capita income,BEA,Annual,Montana,"$31,742",28,"7,349"
135089,Wheatland,2009,Per capita income,BEA,Annual,Montana,"$22,293",56,"2,158"
135092,Toole,2009,Per capita income,BEA,Annual,Montana,"$33,007",20,"5,245"
135095,Treasure,2009,Per capita income,BEA,Annual,Montana,"$43,451",2,720
135098,Sweet Grass,2009,Per capita income,BEA,Annual,Montana,"$31,163",31,"3,731"
135101,Teton,2009,Per capita income,BEA,Annual,Montana,"$36,546",10,"6,050"
135104,Silver Bow,2009,Per capita income,BEA,Annual,Montana,"$40,841",4,"34,008"
135107,Stillwater,2009,Per capita income,BEA,Annual,Montana,"$34,276",16,"9,077"
135110,Sanders,2009,Per capita income,BEA,Annual,Montana,"$25,292",51,"11,471"
135113,Sheridan,2009,Per capita income,BEA,Annual,Montana,"$46,774",1,"3,387"
135116,Roosevelt,2009,Per capita income,BEA,Annual,Montana,"$27,527",46,"10,334"
135119,Rosebud,2009,Per capita income,BEA,Annual,Montana,"$31,875",25,"9,174"
135122,Ravalli,2009,Per capita income,BEA,Annual,Montana,"$30,930",32,"39,956"
135125,Richland,2009,Per capita income,BEA,Annual,Montana,"$39,300",6,"9,679"
135128,Powell,2009,Per capita income,BEA,Annual,Montana,"$24,269",52,"7,093"
135131,Prairie,2009,Per capita income,BEA,Annual,Montana,"$29,853",37,"1,139"
135134,Pondera,2009,Per capita income,BEA,Annual,Montana,"$34,564",15,"6,109"
135137,Powder River,2009,Per capita income,BEA,Annual,Montana,"$23,071",55,"1,738"
135140,Petroleum,2009,Per capita income,BEA,Annual,Montana,"$32,455",23,488
135143,Phillips,2009,Per capita income,BEA,Annual,Montana,"$30,435",36,"4,242"
135146,Musselshell,2009,Per capita income,BEA,Annual,Montana,"$30,777",33,"4,478"
135149,Park,2009,Per capita income,BEA,Annual,Montana,"$33,047",19,"15,738"
135152,Mineral,2009,Per capita income,BEA,Annual,Montana,"$28,264",43,"4,200"
135155,Missoula,2009,Per capita income,BEA,Annual,Montana,"$35,531",12,"108,717"
135158,Madison,2009,Per capita income,BEA,Annual,Montana,"$35,795",11,"7,674"
135161,Meagher,2009,Per capita income,BEA,Annual,Montana,"$31,315",29,"1,897"
135164,Lincoln,2009,Per capita income,BEA,Annual,Montana,"$26,339",49,"19,657"
135167,McCone,2009,Per capita income,BEA,Annual,Montana,"$27,524",47,"1,705"
135170,Lewis and Clark,2009,Per capita income,BEA,Annual,Montana,"$40,464",5,"62,671"
135173,Liberty,2009,Per capita income,BEA,Annual,Montana,"$28,818",42,"2,283"
135176,Judith Basin,2009,Per capita income,BEA,Annual,Montana,"$29,144",39,"2,076"
135179,Lake,2009,Per capita income,BEA,Annual,Montana,"$26,626",48,"28,668"
135182,Hill,2009,Per capita income,BEA,Annual,Montana,"$33,880",17,"15,981"
135185,Jefferson,2009,Per capita income,BEA,Annual,Montana,"$35,299",14,"11,364"
135188,Golden Valley,2009,Per capita income,BEA,Annual,Montana,"$33,177",18,897
135191,Granite,2009,Per capita income,BEA,Annual,Montana,"$29,816",38,"3,057"
135194,Garfield,2009,Per capita income,BEA,Annual,Montana,"$24,241",53,"1,240"
135197,Glacier,2009,Per capita income,BEA,Annual,Montana,"$28,898",41,"13,266"
135200,Flathead,2009,Per capita income,BEA,Annual,Montana,"$32,812",22,"90,910"
135203,Gallatin,2009,Per capita income,BEA,Annual,Montana,"$35,378",13,"89,187"
135206,Fallon,2009,Per capita income,BEA,Annual,Montana,"$40,875",3,"2,882"
135209,Fergus,2009,Per capita income,BEA,Annual,Montana,"$31,852",26,"11,571"
135212,Dawson,2009,Per capita income,BEA,Annual,Montana,"$32,032",24,"9,008"
135215,Deer Lodge,2009,Per capita income,BEA,Annual,Montana,"$29,018",40,"9,260"
135218,Custer,2009,Per capita income,BEA,Annual,Montana,"$31,810",27,"11,646"
135221,Daniels,2009,Per capita income,BEA,Annual,Montana,"$37,529",8,"1,732"
135224,Cascade,2009,Per capita income,BEA,Annual,Montana,"$36,662",9,"80,680"
135227,Chouteau,2009,Per capita income,BEA,Annual,Montana,"$27,570",45,"5,793"
135230,Carbon,2009,Per capita income,BEA,Annual,Montana,"$32,996",21,"10,033"
135233,Carter,2009,Per capita income,BEA,Annual,Montana,"$27,690",44,"1,180"
135236,Blaine,2009,Per capita income,BEA,Annual,Montana,"$25,571",50,"6,445"
135239,Broadwater,2009,Per capita income,BEA,Annual,Montana,"$31,296",30,"5,496"
135242,Beaverhead,2009,Per capita income,BEA,Annual,Montana,"$30,504",35,"9,200"
135245,Big Horn,2009,Per capita income,BEA,Annual,Montana,"$24,224",54,"12,747"
136592,Sheridan,2008,Per capita income,BEA,Annual,Montana,"$46,336",1,"3,385"
136618,Silver Bow,2008,Per capita income,BEA,Annual,Montana,"$44,635",2,"33,812"
136644,Stillwater,2008,Per capita income,BEA,Annual,Montana,"$35,059",22,"8,945"
136670,Sweet Grass,2008,Per capita income,BEA,Annual,Montana,"$36,519",15,"3,755"
136696,Teton,2008,Per capita income,BEA,Annual,Montana,"$37,773",10,"6,143"
136722,Toole,2008,Per capita income,BEA,Annual,Montana,"$36,904",11,"5,079"
136748,Treasure,2008,Per capita income,BEA,Annual,Montana,"$40,473",6,754
136774,Valley,2008,Per capita income,BEA,Annual,Montana,"$34,357",23,"7,415"
136800,Wheatland,2008,Per capita income,BEA,Annual,Montana,"$24,844",52,"2,151"
136826,Wibaux,2008,Per capita income,BEA,Annual,Montana,"$31,335",35,986
136852,Yellowstone,2008,Per capita income,BEA,Annual,Montana,"$39,054",8,"144,255"
137587,Judith Basin,2008,Per capita income,BEA,Annual,Montana,"$31,890",33,"2,071"
137613,Lake,2008,Per capita income,BEA,Annual,Montana,"$27,571",48,"28,515"
137639,Lewis and Clark,2008,Per capita income,BEA,Annual,Montana,"$39,334",7,"61,747"
137665,Liberty,2008,Per capita income,BEA,Annual,Montana,"$31,075",37,"2,225"
137691,Lincoln,2008,Per capita income,BEA,Annual,Montana,"$26,689",49,"19,541"
137717,McCone,2008,Per capita income,BEA,Annual,Montana,"$29,051",43,"1,720"
137743,Madison,2008,Per capita income,BEA,Annual,Montana,"$36,395",16,"7,674"
137769,Meagher,2008,Per capita income,BEA,Annual,Montana,"$30,020",42,"1,893"
137795,Mineral,2008,Per capita income,BEA,Annual,Montana,"$28,225",46,"4,177"
137821,Missoula,2008,Per capita income,BEA,Annual,Montana,"$35,318",21,"107,747"
137847,Musselshell,2008,Per capita income,BEA,Annual,Montana,"$30,090",40,"4,423"
137873,Park,2008,Per capita income,BEA,Annual,Montana,"$35,386",18,"15,896"
137899,Petroleum,2008,Per capita income,BEA,Annual,Montana,"$36,694",13,481
137925,Phillips,2008,Per capita income,BEA,Annual,Montana,"$30,814",39,"4,182"
137951,Pondera,2008,Per capita income,BEA,Annual,Montana,"$36,896",12,"6,117"
137977,Powder River,2008,Per capita income,BEA,Annual,Montana,"$23,162",56,"1,756"
138003,Powell,2008,Per capita income,BEA,Annual,Montana,"$24,526",54,"7,036"
138029,Prairie,2008,Per capita income,BEA,Annual,Montana,"$32,649",31,"1,123"
138055,Ravalli,2008,Per capita income,BEA,Annual,Montana,"$31,627",34,"40,223"
138081,Richland,2008,Per capita income,BEA,Annual,Montana,"$42,459",3,"9,430"
138107,Roosevelt,2008,Per capita income,BEA,Annual,Montana,"$26,417",50,"10,129"
138133,Rosebud,2008,Per capita income,BEA,Annual,Montana,"$32,170",32,"9,095"
138159,Sanders,2008,Per capita income,BEA,Annual,Montana,"$25,931",51,"11,433"
138232,Beaverhead,2008,Per capita income,BEA,Annual,Montana,"$31,001",38,"9,166"
138258,Big Horn,2008,Per capita income,BEA,Annual,Montana,"$24,499",55,"12,564"
138284,Blaine,2008,Per capita income,BEA,Annual,Montana,"$24,591",53,"6,401"
138310,Broadwater,2008,Per capita income,BEA,Annual,Montana,"$33,635",26,"5,261"
138336,Carbon,2008,Per capita income,BEA,Annual,Montana,"$33,924",24,"9,965"
138362,Carter,2008,Per capita income,BEA,Annual,Montana,"$33,208",30,"1,172"
138388,Cascade,2008,Per capita income,BEA,Annual,Montana,"$36,563",14,"80,529"
138414,Chouteau,2008,Per capita income,BEA,Annual,Montana,"$33,264",29,"5,774"
138440,Custer,2008,Per capita income,BEA,Annual,Montana,"$33,272",28,"11,515"
138466,Daniels,2008,Per capita income,BEA,Annual,Montana,"$31,246",36,"1,704"
138492,Dawson,2008,Per capita income,BEA,Annual,Montana,"$33,427",27,"8,925"
138518,Deer Lodge,2008,Per capita income,BEA,Annual,Montana,"$28,295",45,"9,351"
138544,Fallon,2008,Per capita income,BEA,Annual,Montana,"$41,437",4,"2,807"
138570,Fergus,2008,Per capita income,BEA,Annual,Montana,"$33,790",25,"11,448"
138596,Flathead,2008,Per capita income,BEA,Annual,Montana,"$35,374",19,"90,260"
138622,Gallatin,2008,Per capita income,BEA,Annual,Montana,"$38,370",9,"88,932"
138648,Garfield,2008,Per capita income,BEA,Annual,Montana,"$28,102",47,"1,205"
138674,Glacier,2008,Per capita income,BEA,Annual,Montana,"$28,760",44,"13,109"
138700,Golden Valley,2008,Per capita income,BEA,Annual,Montana,"$41,374",5,890
138726,Granite,2008,Per capita income,BEA,Annual,Montana,"$30,065",41,"3,031"
138752,Hill,2008,Per capita income,BEA,Annual,Montana,"$35,343",20,"15,889"
138778,Jefferson,2008,Per capita income,BEA,Annual,Montana,"$35,404",17,"11,203"
134828,Beaverhead,2007,Per capita income,BEA,Annual,Montana,"$29,477",32,"9,028"
134861,Yellowstone,2007,Per capita income,BEA,Annual,Montana,"$37,125",6,"141,518"
134867,Wheatland,2007,Per capita income,BEA,Annual,Montana,"$22,726",55,"2,080"
134870,Wibaux,2007,Per capita income,BEA,Annual,Montana,"$28,229",36,"1,014"
134873,Treasure,2007,Per capita income,BEA,Annual,Montana,"$32,253",20,748
134876,Valley,2007,Per capita income,BEA,Annual,Montana,"$31,517",24,"7,332"
134879,Teton,2007,Per capita income,BEA,Annual,Montana,"$33,796",13,"6,143"
134882,Toole,2007,Per capita income,BEA,Annual,Montana,"$31,140",27,"4,969"
134885,Stillwater,2007,Per capita income,BEA,Annual,Montana,"$31,373",26,"8,867"
134888,Sweet Grass,2007,Per capita income,BEA,Annual,Montana,"$34,961",10,"3,778"
134891,Sheridan,2007,Per capita income,BEA,Annual,Montana,"$36,815",7,"3,469"
134894,Silver Bow,2007,Per capita income,BEA,Annual,Montana,"$40,790",1,"33,489"
134897,Rosebud,2007,Per capita income,BEA,Annual,Montana,"$30,223",30,"9,089"
134900,Sanders,2007,Per capita income,BEA,Annual,Montana,"$24,612",50,"11,364"
134903,Richland,2007,Per capita income,BEA,Annual,Montana,"$37,141",5,"9,356"
134906,Roosevelt,2007,Per capita income,BEA,Annual,Montana,"$24,438",51,"10,166"
134909,Prairie,2007,Per capita income,BEA,Annual,Montana,"$32,561",19,"1,083"
134912,Ravalli,2007,Per capita income,BEA,Annual,Montana,"$30,733",28,"40,023"
134915,Powder River,2007,Per capita income,BEA,Annual,Montana,"$22,856",54,"1,761"
134918,Powell,2007,Per capita income,BEA,Annual,Montana,"$22,652",56,"7,117"
134921,Phillips,2007,Per capita income,BEA,Annual,Montana,"$28,931",34,"4,193"
134924,Pondera,2007,Per capita income,BEA,Annual,Montana,"$31,468",25,"6,169"
134927,Park,2007,Per capita income,BEA,Annual,Montana,"$32,178",21,"15,828"
134930,Petroleum,2007,Per capita income,BEA,Annual,Montana,"$24,843",49,470
134933,Missoula,2007,Per capita income,BEA,Annual,Montana,"$33,588",15,"106,110"
134936,Musselshell,2007,Per capita income,BEA,Annual,Montana,"$26,833",44,"4,394"
134939,Meagher,2007,Per capita income,BEA,Annual,Montana,"$28,563",35,"1,908"
134942,Mineral,2007,Per capita income,BEA,Annual,Montana,"$27,302",41,"4,156"
134945,McCone,2007,Per capita income,BEA,Annual,Montana,"$28,123",37,"1,767"
134948,Madison,2007,Per capita income,BEA,Annual,Montana,"$34,584",12,"7,560"
134951,Liberty,2007,Per capita income,BEA,Annual,Montana,"$26,346",46,"2,236"
134954,Lincoln,2007,Per capita income,BEA,Annual,Montana,"$25,500",48,"19,440"
134957,Lake,2007,Per capita income,BEA,Annual,Montana,"$27,181",42,"28,235"
134960,Lewis and Clark,2007,Per capita income,BEA,Annual,Montana,"$38,806",2,"60,646"
134963,Jefferson,2007,Per capita income,BEA,Annual,Montana,"$33,581",16,"11,040"
134966,Judith Basin,2007,Per capita income,BEA,Annual,Montana,"$26,536",45,"2,083"
134969,Granite,2007,Per capita income,BEA,Annual,Montana,"$27,601",39,"3,039"
134972,Hill,2007,Per capita income,BEA,Annual,Montana,"$33,233",17,"16,031"
134975,Glacier,2007,Per capita income,BEA,Annual,Montana,"$26,020",47,"13,179"
134978,Golden Valley,2007,Per capita income,BEA,Annual,Montana,"$32,740",18,964
134981,Gallatin,2007,Per capita income,BEA,Annual,Montana,"$38,415",3,"86,620"
134984,Garfield,2007,Per capita income,BEA,Annual,Montana,"$26,893",43,"1,234"
134987,Fergus,2007,Per capita income,BEA,Annual,Montana,"$31,968",22,"11,463"
134990,Flathead,2007,Per capita income,BEA,Annual,Montana,"$35,069",9,"88,245"
134993,Deer Lodge,2007,Per capita income,BEA,Annual,Montana,"$27,379",40,"9,264"
134996,Fallon,2007,Per capita income,BEA,Annual,Montana,"$37,329",4,"2,768"
134999,Daniels,2007,Per capita income,BEA,Annual,Montana,"$36,662",8,"1,702"
135002,Dawson,2007,Per capita income,BEA,Annual,Montana,"$29,932",31,"8,944"
135005,Chouteau,2007,Per capita income,BEA,Annual,Montana,"$27,851",38,"5,746"
135008,Custer,2007,Per capita income,BEA,Annual,Montana,"$31,754",23,"11,480"
135011,Carter,2007,Per capita income,BEA,Annual,Montana,"$30,457",29,"1,216"
135014,Cascade,2007,Per capita income,BEA,Annual,Montana,"$34,879",11,"80,099"
135017,Broadwater,2007,Per capita income,BEA,Annual,Montana,"$28,960",33,"5,089"
135020,Carbon,2007,Per capita income,BEA,Annual,Montana,"$33,622",14,"9,973"
135023,Big Horn,2007,Per capita income,BEA,Annual,Montana,"$22,908",53,"12,549"
135026,Blaine,2007,Per capita income,BEA,Annual,Montana,"$23,375",52,"6,472"
138927,Musselshell,2006,Per capita income,BEA,Annual,Montana,"$24,891",37,"4,398"
138945,Park,2006,Per capita income,BEA,Annual,Montana,"$31,068",13,"15,690"
138963,Petroleum,2006,Per capita income,BEA,Annual,Montana,"$20,362",55,495
138981,Phillips,2006,Per capita income,BEA,Annual,Montana,"$25,547",34,"4,166"
138999,Pondera,2006,Per capita income,BEA,Annual,Montana,"$29,543",19,"6,172"
139017,Powder River,2006,Per capita income,BEA,Annual,Montana,"$19,645",56,"1,794"
139035,Powell,2006,Per capita income,BEA,Annual,Montana,"$21,866",50,"7,115"
139053,Prairie,2006,Per capita income,BEA,Annual,Montana,"$27,381",27,"1,098"
139071,Ravalli,2006,Per capita income,BEA,Annual,Montana,"$28,317",23,"39,555"
139089,Richland,2006,Per capita income,BEA,Annual,Montana,"$33,383",8,"9,267"
139107,Roosevelt,2006,Per capita income,BEA,Annual,Montana,"$20,813",53,"10,285"
139125,Rosebud,2006,Per capita income,BEA,Annual,Montana,"$29,302",21,"9,057"
139143,Sanders,2006,Per capita income,BEA,Annual,Montana,"$23,251",46,"11,178"
139161,Sheridan,2006,Per capita income,BEA,Annual,Montana,"$27,585",25,"3,507"
139179,Silver Bow,2006,Per capita income,BEA,Annual,Montana,"$39,252",1,"33,441"
139197,Stillwater,2006,Per capita income,BEA,Annual,Montana,"$29,560",18,"8,659"
139215,Sweet Grass,2006,Per capita income,BEA,Annual,Montana,"$30,732",16,"3,697"
139233,Teton,2006,Per capita income,BEA,Annual,Montana,"$30,941",14,"6,110"
139251,Toole,2006,Per capita income,BEA,Annual,Montana,"$30,045",17,"5,085"
139269,Treasure,2006,Per capita income,BEA,Annual,Montana,"$24,694",39,759
139287,Valley,2006,Per capita income,BEA,Annual,Montana,"$28,757",22,"7,272"
139305,Wheatland,2006,Per capita income,BEA,Annual,Montana,"$22,045",48,"2,035"
139323,Wibaux,2006,Per capita income,BEA,Annual,Montana,"$23,416",44,984
139341,Yellowstone,2006,Per capita income,BEA,Annual,Montana,"$34,746",4,"139,582"
140143,Beaverhead,2006,Per capita income,BEA,Annual,Montana,"$26,810",29,"9,012"
140161,Big Horn,2006,Per capita income,BEA,Annual,Montana,"$21,232",52,"12,540"
140179,Blaine,2006,Per capita income,BEA,Annual,Montana,"$20,416",54,"6,536"
140197,Broadwater,2006,Per capita income,BEA,Annual,Montana,"$25,220",35,"4,958"
140215,Carbon,2006,Per capita income,BEA,Annual,Montana,"$33,021",9,"9,916"
140233,Carter,2006,Per capita income,BEA,Annual,Montana,"$23,135",47,"1,227"
140251,Cascade,2006,Per capita income,BEA,Annual,Montana,"$33,409",7,"79,984"
140270,Chouteau,2006,Per capita income,BEA,Annual,Montana,"$24,180",41,"5,709"
140288,Custer,2006,Per capita income,BEA,Annual,Montana,"$29,517",20,"11,395"
140306,Daniels,2006,Per capita income,BEA,Annual,Montana,"$26,182",31,"1,748"
140324,Dawson,2006,Per capita income,BEA,Annual,Montana,"$27,081",28,"8,853"
140342,Deer Lodge,2006,Per capita income,BEA,Annual,Montana,"$25,705",33,"9,180"
140360,Fallon,2006,Per capita income,BEA,Annual,Montana,"$33,880",5,"2,722"
140378,Fergus,2006,Per capita income,BEA,Annual,Montana,"$28,080",24,"11,501"
140396,Flathead,2006,Per capita income,BEA,Annual,Montana,"$33,829",6,"85,759"
140415,Gallatin,2006,Per capita income,BEA,Annual,Montana,"$36,928",2,"83,984"
140434,Garfield,2006,Per capita income,BEA,Annual,Montana,"$23,409",45,"1,233"
140452,Glacier,2006,Per capita income,BEA,Annual,Montana,"$25,833",32,"13,250"
140470,Golden Valley,2006,Per capita income,BEA,Annual,Montana,"$27,488",26,973
140488,Granite,2006,Per capita income,BEA,Annual,Montana,"$24,752",38,"3,013"
140506,Hill,2006,Per capita income,BEA,Annual,Montana,"$31,469",12,"15,981"
140524,Jefferson,2006,Per capita income,BEA,Annual,Montana,"$30,908",15,"10,801"
140542,Judith Basin,2006,Per capita income,BEA,Annual,Montana,"$21,301",51,"2,146"
140560,Lake,2006,Per capita income,BEA,Annual,Montana,"$25,212",36,"28,283"
140578,Lewis and Clark,2006,Per capita income,BEA,Annual,Montana,"$36,901",3,"59,529"
140597,Liberty,2006,Per capita income,BEA,Annual,Montana,"$23,876",42,"2,216"
140615,Lincoln,2006,Per capita income,BEA,Annual,Montana,"$23,829",43,"19,228"
140633,McCone,2006,Per capita income,BEA,Annual,Montana,"$22,024",49,"1,765"
140651,Madison,2006,Per capita income,BEA,Annual,Montana,"$32,863",10,"7,343"
140669,Meagher,2006,Per capita income,BEA,Annual,Montana,"$26,770",30,"1,923"
140687,Mineral,2006,Per capita income,BEA,Annual,Montana,"$24,213",40,"4,211"
140705,Missoula,2006,Per capita income,BEA,Annual,Montana,"$31,957",11,"104,372"
134624,Beaverhead,2005,Per capita income,BEA,Annual,Montana,"$27,094",30,"8,904"
134657,Yellowstone,2005,Per capita income,BEA,Annual,Montana,"$32,585",5,"137,623"
134663,Wheatland,2005,Per capita income,BEA,Annual,Montana,"$22,521",50,"2,086"
134666,Wibaux,2005,Per capita income,BEA,Annual,Montana,"$25,161",38,995
134669,Treasure,2005,Per capita income,BEA,Annual,Montana,"$26,223",33,766
134672,Valley,2005,Per capita income,BEA,Annual,Montana,"$30,715",12,"7,367"
134675,Teton,2005,Per capita income,BEA,Annual,Montana,"$30,262",15,"6,105"
134678,Toole,2005,Per capita income,BEA,Annual,Montana,"$29,159",19,"5,130"
134681,Stillwater,2005,Per capita income,BEA,Annual,Montana,"$28,848",20,"8,481"
134684,Sweet Grass,2005,Per capita income,BEA,Annual,Montana,"$28,349",24,"3,675"
134687,Sheridan,2005,Per capita income,BEA,Annual,Montana,"$28,612",23,"3,573"
134690,Silver Bow,2005,Per capita income,BEA,Annual,Montana,"$34,307",1,"33,414"
134693,Rosebud,2005,Per capita income,BEA,Annual,Montana,"$28,665",22,"9,131"
134696,Sanders,2005,Per capita income,BEA,Annual,Montana,"$21,085",55,"11,002"
134699,Richland,2005,Per capita income,BEA,Annual,Montana,"$30,758",10,"9,207"
134702,Roosevelt,2005,Per capita income,BEA,Annual,Montana,"$21,691",53,"10,437"
134705,Prairie,2005,Per capita income,BEA,Annual,Montana,"$30,701",13,"1,098"
134708,Ravalli,2005,Per capita income,BEA,Annual,Montana,"$26,525",32,"39,012"
134711,Powder River,2005,Per capita income,BEA,Annual,Montana,"$22,655",49,"1,739"
134714,Powell,2005,Per capita income,BEA,Annual,Montana,"$21,001",56,"6,997"
134717,Phillips,2005,Per capita income,BEA,Annual,Montana,"$26,191",34,"4,228"
134720,Pondera,2005,Per capita income,BEA,Annual,Montana,"$28,103",26,"6,148"
134723,Park,2005,Per capita income,BEA,Annual,Montana,"$28,728",21,"15,629"
134726,Petroleum,2005,Per capita income,BEA,Annual,Montana,"$22,919",47,492
134729,Missoula,2005,Per capita income,BEA,Annual,Montana,"$30,023",17,"102,298"
134732,Musselshell,2005,Per capita income,BEA,Annual,Montana,"$24,074",42,"4,323"
134735,Meagher,2005,Per capita income,BEA,Annual,Montana,"$27,167",29,"1,899"
134738,Mineral,2005,Per capita income,BEA,Annual,Montana,"$22,669",48,"4,133"
134741,McCone,2005,Per capita income,BEA,Annual,Montana,"$25,373",36,"1,778"
134744,Madison,2005,Per capita income,BEA,Annual,Montana,"$30,078",16,"7,211"
134747,Liberty,2005,Per capita income,BEA,Annual,Montana,"$23,645",45,"2,266"
134750,Lincoln,2005,Per capita income,BEA,Annual,Montana,"$21,793",52,"19,180"
134753,Lake,2005,Per capita income,BEA,Annual,Montana,"$23,477",46,"28,023"
134756,Lewis and Clark,2005,Per capita income,BEA,Annual,Montana,"$32,975",4,"58,529"
134759,Jefferson,2005,Per capita income,BEA,Annual,Montana,"$30,283",14,"10,709"
134762,Judith Basin,2005,Per capita income,BEA,Annual,Montana,"$24,755",40,"2,161"
134765,Granite,2005,Per capita income,BEA,Annual,Montana,"$23,992",43,"3,009"
134768,Hill,2005,Per capita income,BEA,Annual,Montana,"$30,872",8,"15,870"
134771,Glacier,2005,Per capita income,BEA,Annual,Montana,"$24,231",41,"13,264"
134774,Golden Valley,2005,Per capita income,BEA,Annual,Montana,"$27,058",31,"1,014"
134777,Gallatin,2005,Per capita income,BEA,Annual,Montana,"$33,967",2,"80,310"
134780,Garfield,2005,Per capita income,BEA,Annual,Montana,"$29,214",18,"1,202"
134783,Fergus,2005,Per capita income,BEA,Annual,Montana,"$27,430",28,"11,444"
134786,Flathead,2005,Per capita income,BEA,Annual,Montana,"$30,978",7,"83,320"
134789,Deer Lodge,2005,Per capita income,BEA,Annual,Montana,"$23,924",44,"9,274"
134792,Fallon,2005,Per capita income,BEA,Annual,Montana,"$33,053",3,"2,712"
134795,Daniels,2005,Per capita income,BEA,Annual,Montana,"$30,719",11,"1,782"
134798,Dawson,2005,Per capita income,BEA,Annual,Montana,"$26,043",35,"8,800"
134801,Chouteau,2005,Per capita income,BEA,Annual,Montana,"$25,062",39,"5,708"
134804,Custer,2005,Per capita income,BEA,Annual,Montana,"$27,771",27,"11,423"
134807,Carter,2005,Per capita income,BEA,Annual,Montana,"$28,185",25,"1,258"
134810,Cascade,2005,Per capita income,BEA,Annual,Montana,"$30,856",9,"80,041"
134813,Broadwater,2005,Per capita income,BEA,Annual,Montana,"$25,308",37,"4,775"
134816,Carbon,2005,Per capita income,BEA,Annual,Montana,"$31,548",6,"9,921"
134819,Big Horn,2005,Per capita income,BEA,Annual,Montana,"$22,025",51,"12,634"
134822,Blaine,2005,Per capita income,BEA,Annual,Montana,"$21,688",54,"6,592"
134420,Beaverhead,2004,Per capita income,BEA,Annual,Montana,"$26,085",26,"8,908"
