ID,Area,Year,Income Type,Source,Period Type,State Name,Income,Income Rank,Population
137865,Park,1996,Per capita income,BEA,Annual,Montana,"$18,664",22,"15,845"
137891,Petroleum,1996,Per capita income,BEA,Annual,Montana,"$12,161",56,514
137917,Phillips,1996,Per capita income,BEA,Annual,Montana,"$15,120",42,"5,034"
137943,Pondera,1996,Per capita income,BEA,Annual,Montana,"$19,532",18,"6,462"
137969,Powder River,1996,Per capita income,BEA,Annual,Montana,"$14,097",51,"2,005"
137995,Powell,1996,Per capita income,BEA,Annual,Montana,"$15,119",43,"7,126"
138021,Prairie,1996,Per capita income,BEA,Annual,Montana,"$19,057",19,"1,269"
138047,Ravalli,1996,Per capita income,BEA,Annual,Montana,"$17,390",28,"33,170"
138073,Richland,1996,Per capita income,BEA,Annual,Montana,"$18,217",24,"10,036"
138099,Roosevelt,1996,Per capita income,BEA,Annual,Montana,"$15,482",39,"10,834"
138125,Rosebud,1996,Per capita income,BEA,Annual,Montana,"$17,377",29,"10,180"
138151,Sanders,1996,Per capita income,BEA,Annual,Montana,"$14,335",48,"10,093"
138177,Sheridan,1996,Per capita income,BEA,Annual,Montana,"$19,728",15,"4,410"
138224,Beaverhead,1996,Per capita income,BEA,Annual,Montana,"$17,574",27,"9,394"
138250,Big Horn,1996,Per capita income,BEA,Annual,Montana,"$13,035",54,"12,418"
138276,Blaine,1996,Per capita income,BEA,Annual,Montana,"$13,557",53,"7,103"
138302,Broadwater,1996,Per capita income,BEA,Annual,Montana,"$17,140",30,"4,128"
138328,Carbon,1996,Per capita income,BEA,Annual,Montana,"$19,549",17,"9,183"
138354,Carter,1996,Per capita income,BEA,Annual,Montana,"$12,575",55,"1,444"
138380,Cascade,1996,Per capita income,BEA,Annual,Montana,"$21,148",6,"82,429"
138406,Chouteau,1996,Per capita income,BEA,Annual,Montana,"$21,340",5,"5,922"
138432,Custer,1996,Per capita income,BEA,Annual,Montana,"$18,986",20,"12,114"
138458,Daniels,1996,Per capita income,BEA,Annual,Montana,"$23,537",1,"2,149"
138484,Dawson,1996,Per capita income,BEA,Annual,Montana,"$18,473",23,"9,324"
138510,Deer Lodge,1996,Per capita income,BEA,Annual,Montana,"$16,921",32,"9,899"
138536,Fallon,1996,Per capita income,BEA,Annual,Montana,"$17,585",26,"2,992"
138562,Fergus,1996,Per capita income,BEA,Annual,Montana,"$17,618",25,"12,528"
138588,Flathead,1996,Per capita income,BEA,Annual,Montana,"$20,177",14,"71,464"
138614,Gallatin,1996,Per capita income,BEA,Annual,Montana,"$21,079",7,"61,790"
138640,Garfield,1996,Per capita income,BEA,Annual,Montana,"$14,606",46,"1,354"
138666,Glacier,1996,Per capita income,BEA,Annual,Montana,"$14,233",49,"13,129"
138692,Golden Valley,1996,Per capita income,BEA,Annual,Montana,"$15,280",40,"1,012"
138718,Granite,1996,Per capita income,BEA,Annual,Montana,"$16,444",34,"2,717"
138744,Hill,1996,Per capita income,BEA,Annual,Montana,"$20,271",13,"17,384"
138770,Jefferson,1996,Per capita income,BEA,Annual,Montana,"$21,448",4,"9,411"
133603,Beaverhead,1995,Per capita income,BEA,Annual,Montana,"$17,553",23,"9,168"
133637,Yellowstone,1995,Per capita income,BEA,Annual,Montana,"$21,322",4,"125,373"
133643,Wheatland,1995,Per capita income,BEA,Annual,Montana,"$15,577",38,"2,413"
133646,Wibaux,1995,Per capita income,BEA,Annual,Montana,"$13,322",52,"1,126"
133649,Treasure,1995,Per capita income,BEA,Annual,Montana,"$15,192",40,858
133652,Valley,1995,Per capita income,BEA,Annual,Montana,"$19,439",13,"8,193"
133655,Teton,1995,Per capita income,BEA,Annual,Montana,"$18,653",17,"6,430"
133658,Toole,1995,Per capita income,BEA,Annual,Montana,"$20,464",8,"5,292"
133661,Stillwater,1995,Per capita income,BEA,Annual,Montana,"$18,122",20,"7,336"
133664,Sweet Grass,1995,Per capita income,BEA,Annual,Montana,"$17,374",24,"3,310"
133667,Sheridan,1995,Per capita income,BEA,Annual,Montana,"$19,748",11,"4,444"
133670,Silver Bow,1995,Per capita income,BEA,Annual,Montana,"$19,142",15,"34,978"
133673,Rosebud,1995,Per capita income,BEA,Annual,Montana,"$17,999",21,"10,447"
133676,Sanders,1995,Per capita income,BEA,Annual,Montana,"$13,931",49,"10,019"
133679,Richland,1995,Per capita income,BEA,Annual,Montana,"$16,809",27,"10,159"
133682,Roosevelt,1995,Per capita income,BEA,Annual,Montana,"$14,714",43,"10,932"
133685,Prairie,1995,Per capita income,BEA,Annual,Montana,"$16,299",33,"1,308"
133688,Ravalli,1995,Per capita income,BEA,Annual,Montana,"$16,756",28,"31,942"
133691,Powder River,1995,Per capita income,BEA,Annual,Montana,"$14,466",44,"2,019"
133694,Powell,1995,Per capita income,BEA,Annual,Montana,"$14,726",42,"7,057"
133697,Phillips,1995,Per capita income,BEA,Annual,Montana,"$15,465",39,"5,110"
133700,Pondera,1995,Per capita income,BEA,Annual,Montana,"$18,623",18,"6,387"
133703,Park,1995,Per capita income,BEA,Annual,Montana,"$17,812",22,"15,724"
133706,Petroleum,1995,Per capita income,BEA,Annual,Montana,"$12,621",56,512
133709,Missoula,1995,Per capita income,BEA,Annual,Montana,"$19,811",10,"90,413"
133712,Musselshell,1995,Per capita income,BEA,Annual,Montana,"$14,048",47,"4,445"
133715,Meagher,1995,Per capita income,BEA,Annual,Montana,"$16,502",30,"1,893"
133718,Mineral,1995,Per capita income,BEA,Annual,Montana,"$13,843",50,"3,612"
133721,McCone,1995,Per capita income,BEA,Annual,Montana,"$14,294",46,"2,169"
133724,Madison,1995,Per capita income,BEA,Annual,Montana,"$15,859",36,"6,643"
133727,Liberty,1995,Per capita income,BEA,Annual,Montana,"$21,687",3,"2,249"
133730,Lincoln,1995,Per capita income,BEA,Annual,Montana,"$14,299",45,"18,726"
133733,Lake,1995,Per capita income,BEA,Annual,Montana,"$15,832",37,"24,459"
133736,Lewis and Clark,1995,Per capita income,BEA,Annual,Montana,"$21,124",5,"53,318"
133739,Jefferson,1995,Per capita income,BEA,Annual,Montana,"$20,659",6,"9,093"
133742,Judith Basin,1995,Per capita income,BEA,Annual,Montana,"$16,654",29,"2,278"
133745,Granite,1995,Per capita income,BEA,Annual,Montana,"$16,125",35,"2,687"
133748,Hill,1995,Per capita income,BEA,Annual,Montana,"$19,336",14,"17,440"
133751,Glacier,1995,Per capita income,BEA,Annual,Montana,"$13,601",51,"12,926"
133754,Golden Valley,1995,Per capita income,BEA,Annual,Montana,"$15,173",41,992
133757,Gallatin,1995,Per capita income,BEA,Annual,Montana,"$19,826",9,"60,644"
133760,Garfield,1995,Per capita income,BEA,Annual,Montana,"$14,024",48,"1,351"
133763,Fergus,1995,Per capita income,BEA,Annual,Montana,"$16,814",26,"12,562"
133766,Flathead,1995,Per capita income,BEA,Annual,Montana,"$19,482",12,"69,876"
133769,Deer Lodge,1995,Per capita income,BEA,Annual,Montana,"$16,279",34,"10,070"
133772,Fallon,1995,Per capita income,BEA,Annual,Montana,"$16,413",32,"2,983"
133775,Daniels,1995,Per capita income,BEA,Annual,Montana,"$22,872",1,"2,168"
133778,Dawson,1995,Per capita income,BEA,Annual,Montana,"$17,195",25,"9,249"
133781,Chouteau,1995,Per capita income,BEA,Annual,Montana,"$21,899",2,"5,848"
133784,Custer,1995,Per capita income,BEA,Annual,Montana,"$18,899",16,"12,085"
133787,Carter,1995,Per capita income,BEA,Annual,Montana,"$12,730",55,"1,441"
133790,Cascade,1995,Per capita income,BEA,Annual,Montana,"$20,564",7,"82,201"
133793,Broadwater,1995,Per capita income,BEA,Annual,Montana,"$16,441",31,"3,976"
133796,Carbon,1995,Per capita income,BEA,Annual,Montana,"$18,555",19,"8,953"
133799,Big Horn,1995,Per capita income,BEA,Annual,Montana,"$13,202",54,"12,215"
133802,Blaine,1995,Per capita income,BEA,Annual,Montana,"$13,270",53,"7,051"
136608,Silver Bow,1994,Per capita income,BEA,Annual,Montana,"$18,053",16,"35,025"
136634,Stillwater,1994,Per capita income,BEA,Annual,Montana,"$17,568",18,"7,133"
136660,Sweet Grass,1994,Per capita income,BEA,Annual,Montana,"$17,563",20,"3,223"
136686,Teton,1994,Per capita income,BEA,Annual,Montana,"$16,888",26,"6,431"
136712,Toole,1994,Per capita income,BEA,Annual,Montana,"$18,412",14,"5,294"
136738,Treasure,1994,Per capita income,BEA,Annual,Montana,"$15,967",37,880
136764,Valley,1994,Per capita income,BEA,Annual,Montana,"$18,612",12,"8,149"
136790,Wheatland,1994,Per capita income,BEA,Annual,Montana,"$16,376",31,"2,353"
136816,Wibaux,1994,Per capita income,BEA,Annual,Montana,"$13,082",54,"1,111"
136842,Yellowstone,1994,Per capita income,BEA,Annual,Montana,"$20,569",2,"123,377"
137577,Judith Basin,1994,Per capita income,BEA,Annual,Montana,"$16,748",27,"2,242"
137603,Lake,1994,Per capita income,BEA,Annual,Montana,"$15,767",39,"23,678"
137629,Lewis and Clark,1994,Per capita income,BEA,Annual,Montana,"$20,213",3,"52,007"
137655,Liberty,1994,Per capita income,BEA,Annual,Montana,"$19,762",6,"2,233"
137681,Lincoln,1994,Per capita income,BEA,Annual,Montana,"$15,318",42,"18,429"
137707,McCone,1994,Per capita income,BEA,Annual,Montana,"$15,463",41,"2,179"
137733,Madison,1994,Per capita income,BEA,Annual,Montana,"$15,525",40,"6,348"
137759,Meagher,1994,Per capita income,BEA,Annual,Montana,"$16,140",36,"1,891"
137785,Mineral,1994,Per capita income,BEA,Annual,Montana,"$12,072",56,"3,625"
137811,Missoula,1994,Per capita income,BEA,Annual,Montana,"$19,013",8,"88,037"
137837,Musselshell,1994,Per capita income,BEA,Annual,Montana,"$13,813",50,"4,347"
137863,Park,1994,Per capita income,BEA,Annual,Montana,"$16,907",25,"15,535"
137889,Petroleum,1994,Per capita income,BEA,Annual,Montana,"$14,882",45,526
137915,Phillips,1994,Per capita income,BEA,Annual,Montana,"$15,799",38,"5,009"
137941,Pondera,1994,Per capita income,BEA,Annual,Montana,"$16,921",24,"6,294"
137967,Powder River,1994,Per capita income,BEA,Annual,Montana,"$15,091",44,"2,054"
137993,Powell,1994,Per capita income,BEA,Annual,Montana,"$14,249",48,"6,889"
138019,Prairie,1994,Per capita income,BEA,Annual,Montana,"$16,619",28,"1,297"
138045,Ravalli,1994,Per capita income,BEA,Annual,Montana,"$16,316",34,"30,455"
138071,Richland,1994,Per capita income,BEA,Annual,Montana,"$17,552",21,"10,193"
138097,Roosevelt,1994,Per capita income,BEA,Annual,Montana,"$14,621",46,"10,964"
138123,Rosebud,1994,Per capita income,BEA,Annual,Montana,"$17,872",17,"10,488"
138149,Sanders,1994,Per capita income,BEA,Annual,Montana,"$13,709",51,"9,644"
138175,Sheridan,1994,Per capita income,BEA,Annual,Montana,"$18,857",9,"4,432"
138222,Beaverhead,1994,Per capita income,BEA,Annual,Montana,"$16,961",23,"8,951"
138248,Big Horn,1994,Per capita income,BEA,Annual,Montana,"$13,487",53,"12,074"
138274,Blaine,1994,Per capita income,BEA,Annual,Montana,"$12,833",55,"7,054"
138300,Broadwater,1994,Per capita income,BEA,Annual,Montana,"$16,568",29,"3,747"
138326,Carbon,1994,Per capita income,BEA,Annual,Montana,"$17,567",19,"8,896"
138352,Carter,1994,Per capita income,BEA,Annual,Montana,"$14,237",49,"1,505"
138378,Cascade,1994,Per capita income,BEA,Annual,Montana,"$19,548",7,"82,134"
138404,Chouteau,1994,Per capita income,BEA,Annual,Montana,"$20,051",5,"5,760"
138430,Custer,1994,Per capita income,BEA,Annual,Montana,"$18,541",13,"12,060"
138456,Daniels,1994,Per capita income,BEA,Annual,Montana,"$20,945",1,"2,162"
138482,Dawson,1994,Per capita income,BEA,Annual,Montana,"$17,093",22,"9,142"
138508,Deer Lodge,1994,Per capita income,BEA,Annual,Montana,"$15,265",43,"10,102"
138534,Fallon,1994,Per capita income,BEA,Annual,Montana,"$16,337",33,"3,040"
138560,Fergus,1994,Per capita income,BEA,Annual,Montana,"$16,351",32,"12,519"
138586,Flathead,1994,Per capita income,BEA,Annual,Montana,"$18,745",11,"67,593"
138612,Gallatin,1994,Per capita income,BEA,Annual,Montana,"$18,754",10,"58,879"
138638,Garfield,1994,Per capita income,BEA,Annual,Montana,"$16,295",35,"1,387"
138664,Glacier,1994,Per capita income,BEA,Annual,Montana,"$13,546",52,"12,706"
138690,Golden Valley,1994,Per capita income,BEA,Annual,Montana,"$14,587",47,966
138716,Granite,1994,Per capita income,BEA,Annual,Montana,"$16,494",30,"2,710"
138742,Hill,1994,Per capita income,BEA,Annual,Montana,"$18,360",15,"17,297"
138768,Jefferson,1994,Per capita income,BEA,Annual,Montana,"$20,089",4,"8,850"
138936,Park,1993,Per capita income,BEA,Annual,Montana,"$15,904",43,"15,213"
138954,Petroleum,1993,Per capita income,BEA,Annual,Montana,"$20,212",6,513
138972,Phillips,1993,Per capita income,BEA,Annual,Montana,"$16,456",39,"5,030"
138990,Pondera,1993,Per capita income,BEA,Annual,Montana,"$20,108",7,"6,249"
139008,Powder River,1993,Per capita income,BEA,Annual,Montana,"$16,352",40,"2,045"
139026,Powell,1993,Per capita income,BEA,Annual,Montana,"$14,847",47,"6,806"
139044,Prairie,1993,Per capita income,BEA,Annual,Montana,"$18,051",25,"1,306"
139062,Ravalli,1993,Per capita income,BEA,Annual,Montana,"$16,010",41,"28,754"
139080,Richland,1993,Per capita income,BEA,Annual,Montana,"$16,696",38,"10,234"
139098,Roosevelt,1993,Per capita income,BEA,Annual,Montana,"$14,822",48,"10,860"
139116,Rosebud,1993,Per capita income,BEA,Annual,Montana,"$18,479",20,"10,509"
139134,Sanders,1993,Per capita income,BEA,Annual,Montana,"$13,778",54,"9,230"
139152,Sheridan,1993,Per capita income,BEA,Annual,Montana,"$19,951",8,"4,470"
139170,Silver Bow,1993,Per capita income,BEA,Annual,Montana,"$17,364",29,"34,868"
139188,Stillwater,1993,Per capita income,BEA,Annual,Montana,"$16,712",37,"6,935"
139206,Sweet Grass,1993,Per capita income,BEA,Annual,Montana,"$18,515",19,"3,186"
139224,Teton,1993,Per capita income,BEA,Annual,Montana,"$18,799",16,"6,340"
139242,Toole,1993,Per capita income,BEA,Annual,Montana,"$20,680",5,"5,226"
139260,Treasure,1993,Per capita income,BEA,Annual,Montana,"$17,480",27,890
139278,Valley,1993,Per capita income,BEA,Annual,Montana,"$19,454",12,"8,226"
139296,Wheatland,1993,Per capita income,BEA,Annual,Montana,"$17,114",30,"2,292"
139314,Wibaux,1993,Per capita income,BEA,Annual,Montana,"$14,701",49,"1,142"
139332,Yellowstone,1993,Per capita income,BEA,Annual,Montana,"$19,750",10,"121,194"
140134,Beaverhead,1993,Per capita income,BEA,Annual,Montana,"$16,857",32,"8,793"
140152,Big Horn,1993,Per capita income,BEA,Annual,Montana,"$14,131",52,"11,773"
140170,Blaine,1993,Per capita income,BEA,Annual,Montana,"$14,573",50,"6,950"
140188,Broadwater,1993,Per capita income,BEA,Annual,Montana,"$16,808",34,"3,638"
140206,Carbon,1993,Per capita income,BEA,Annual,Montana,"$18,164",23,"8,586"
140224,Carter,1993,Per capita income,BEA,Annual,Montana,"$16,791",35,"1,482"
140242,Cascade,1993,Per capita income,BEA,Annual,Montana,"$19,551",11,"81,028"
140261,Chouteau,1993,Per capita income,BEA,Annual,Montana,"$25,947",2,"5,613"
140279,Custer,1993,Per capita income,BEA,Annual,Montana,"$18,645",17,"11,983"
140297,Daniels,1993,Per capita income,BEA,Annual,Montana,"$22,289",3,"2,149"
140315,Dawson,1993,Per capita income,BEA,Annual,Montana,"$16,736",36,"9,131"
140333,Deer Lodge,1993,Per capita income,BEA,Annual,Montana,"$15,447",46,"10,076"
140351,Fallon,1993,Per capita income,BEA,Annual,Montana,"$17,475",28,"2,970"
140369,Fergus,1993,Per capita income,BEA,Annual,Montana,"$17,052",31,"12,369"
140387,Flathead,1993,Per capita income,BEA,Annual,Montana,"$18,621",18,"65,410"
140406,Gallatin,1993,Per capita income,BEA,Annual,Montana,"$18,096",24,"56,739"
140425,Garfield,1993,Per capita income,BEA,Annual,Montana,"$18,882",14,"1,404"
140443,Glacier,1993,Per capita income,BEA,Annual,Montana,"$13,739",55,"12,487"
140461,Golden Valley,1993,Per capita income,BEA,Annual,Montana,"$15,826",44,964
140479,Granite,1993,Per capita income,BEA,Annual,Montana,"$16,842",33,"2,644"
140497,Hill,1993,Per capita income,BEA,Annual,Montana,"$18,809",15,"17,441"
140515,Jefferson,1993,Per capita income,BEA,Annual,Montana,"$19,891",9,"8,483"
140533,Judith Basin,1993,Per capita income,BEA,Annual,Montana,"$21,636",4,"2,263"
140551,Lake,1993,Per capita income,BEA,Annual,Montana,"$15,450",45,"22,998"
140569,Lewis and Clark,1993,Per capita income,BEA,Annual,Montana,"$19,294",13,"51,150"
140588,Liberty,1993,Per capita income,BEA,Annual,Montana,"$27,542",1,"2,222"
140606,Lincoln,1993,Per capita income,BEA,Annual,Montana,"$14,569",51,"18,279"
140624,McCone,1993,Per capita income,BEA,Annual,Montana,"$17,538",26,"2,167"
140642,Madison,1993,Per capita income,BEA,Annual,Montana,"$15,972",42,"6,150"
140660,Meagher,1993,Per capita income,BEA,Annual,Montana,"$18,216",22,"1,870"
140678,Mineral,1993,Per capita income,BEA,Annual,Montana,"$12,796",56,"3,609"
140696,Missoula,1993,Per capita income,BEA,Annual,Montana,"$18,320",21,"86,243"
140715,Musselshell,1993,Per capita income,BEA,Annual,Montana,"$13,858",53,"4,179"
133455,Beaverhead,1992,Per capita income,BEA,Annual,Montana,"$15,775",32,"8,696"
133485,Yellowstone,1992,Per capita income,BEA,Annual,Montana,"$19,098",3,"118,359"
133491,Valley,1992,Per capita income,BEA,Annual,Montana,"$18,221",9,"8,132"
133493,Wheatland,1992,Per capita income,BEA,Annual,Montana,"$16,244",27,"2,271"
133495,Wibaux,1992,Per capita income,BEA,Annual,Montana,"$13,693",50,"1,135"
133497,Teton,1992,Per capita income,BEA,Annual,Montana,"$15,710",34,"6,227"
133499,Toole,1992,Per capita income,BEA,Annual,Montana,"$17,572",15,"5,128"
133501,Treasure,1992,Per capita income,BEA,Annual,Montana,"$16,640",23,896
133503,Silver Bow,1992,Per capita income,BEA,Annual,Montana,"$16,997",20,"34,401"
133505,Stillwater,1992,Per capita income,BEA,Annual,Montana,"$15,672",35,"6,734"
133507,Sweet Grass,1992,Per capita income,BEA,Annual,Montana,"$16,638",24,"3,135"
133509,Rosebud,1992,Per capita income,BEA,Annual,Montana,"$17,687",11,"10,405"
133511,Sanders,1992,Per capita income,BEA,Annual,Montana,"$13,609",51,"8,842"
133513,Sheridan,1992,Per capita income,BEA,Annual,Montana,"$18,652",6,"4,547"
133515,Ravalli,1992,Per capita income,BEA,Annual,Montana,"$15,223",40,"27,387"
133517,Richland,1992,Per capita income,BEA,Annual,Montana,"$16,139",29,"10,438"
133519,Roosevelt,1992,Per capita income,BEA,Annual,Montana,"$14,166",47,"10,789"
133521,Powder River,1992,Per capita income,BEA,Annual,Montana,"$14,908",41,"2,054"
133523,Powell,1992,Per capita income,BEA,Annual,Montana,"$14,360",45,"6,809"
133525,Prairie,1992,Per capita income,BEA,Annual,Montana,"$17,567",16,"1,299"
133527,Petroleum,1992,Per capita income,BEA,Annual,Montana,"$17,579",14,504
133529,Phillips,1992,Per capita income,BEA,Annual,Montana,"$15,255",39,"5,103"
133531,Pondera,1992,Per capita income,BEA,Annual,Montana,"$15,623",37,"6,301"
133533,Missoula,1992,Per capita income,BEA,Annual,Montana,"$17,605",13,"83,549"
133535,Musselshell,1992,Per capita income,BEA,Annual,Montana,"$13,381",52,"4,081"
133537,Park,1992,Per capita income,BEA,Annual,Montana,"$14,698",42,"14,666"
133539,Madison,1992,Per capita income,BEA,Annual,Montana,"$14,686",43,"6,037"
133541,Meagher,1992,Per capita income,BEA,Annual,Montana,"$16,645",22,"1,840"
133543,Mineral,1992,Per capita income,BEA,Annual,Montana,"$12,247",55,"3,448"
133545,Liberty,1992,Per capita income,BEA,Annual,Montana,"$18,294",8,"2,243"
133547,Lincoln,1992,Per capita income,BEA,Annual,Montana,"$14,248",46,"17,631"
133549,McCone,1992,Per capita income,BEA,Annual,Montana,"$16,827",21,"2,128"
133551,Judith Basin,1992,Per capita income,BEA,Annual,Montana,"$18,944",4,"2,267"
133553,Lake,1992,Per capita income,BEA,Annual,Montana,"$14,668",44,"22,075"
133555,Lewis and Clark,1992,Per capita income,BEA,Annual,Montana,"$18,513",7,"49,808"
133557,Granite,1992,Per capita income,BEA,Annual,Montana,"$16,236",28,"2,562"
133559,Hill,1992,Per capita income,BEA,Annual,Montana,"$16,258",26,"17,714"
133561,Jefferson,1992,Per capita income,BEA,Annual,Montana,"$19,483",2,"8,196"
133563,Garfield,1992,Per capita income,BEA,Annual,Montana,"$15,653",36,"1,414"
133565,Glacier,1992,Per capita income,BEA,Annual,Montana,"$12,891",54,"12,333"
133567,Golden Valley,1992,Per capita income,BEA,Annual,Montana,"$15,540",38,914
133569,Fergus,1992,Per capita income,BEA,Annual,Montana,"$15,959",31,"12,395"
133571,Flathead,1992,Per capita income,BEA,Annual,Montana,"$17,608",12,"62,949"
133573,Gallatin,1992,Per capita income,BEA,Annual,Montana,"$17,213",17,"54,628"
133575,Dawson,1992,Per capita income,BEA,Annual,Montana,"$16,386",25,"9,135"
133577,Deer Lodge,1992,Per capita income,BEA,Annual,Montana,"$14,152",48,"10,049"
133579,Fallon,1992,Per capita income,BEA,Annual,Montana,"$16,116",30,"2,995"
133581,Chouteau,1992,Per capita income,BEA,Annual,Montana,"$17,144",18,"5,665"
133583,Custer,1992,Per capita income,BEA,Annual,Montana,"$17,849",10,"11,785"
133585,Daniels,1992,Per capita income,BEA,Annual,Montana,"$19,852",1,"2,152"
133587,Carbon,1992,Per capita income,BEA,Annual,Montana,"$17,068",19,"8,295"
133589,Carter,1992,Per capita income,BEA,Annual,Montana,"$14,908",41,"1,482"
133591,Cascade,1992,Per capita income,BEA,Annual,Montana,"$18,690",5,"79,727"
133593,Big Horn,1992,Per capita income,BEA,Annual,Montana,"$13,110",53,"11,622"
133595,Blaine,1992,Per capita income,BEA,Annual,Montana,"$14,011",49,"6,819"
133597,Broadwater,1992,Per capita income,BEA,Annual,Montana,"$15,748",33,"3,574"
306422,Wibaux,1991,Per capita income,BEA,Annual,Montana,"$12,644",53,"1,155"
306424,Yellowstone,1991,Per capita income,BEA,Annual,Montana,"$18,347",6,"115,387"
306428,Treasure,1991,Per capita income,BEA,Annual,Montana,"$15,894",24,881
306430,Valley,1991,Per capita income,BEA,Annual,Montana,"$16,783",17,"8,123"
306432,Wheatland,1991,Per capita income,BEA,Annual,Montana,"$15,541",29,"2,279"
306434,Sweet Grass,1991,Per capita income,BEA,Annual,Montana,"$15,558",28,"3,145"
306436,Teton,1991,Per capita income,BEA,Annual,Montana,"$17,248",13,"6,188"
306438,Toole,1991,Per capita income,BEA,Annual,Montana,"$18,983",4,"5,026"
306440,Sheridan,1991,Per capita income,BEA,Annual,Montana,"$15,782",25,"4,568"
306442,Silver Bow,1991,Per capita income,BEA,Annual,Montana,"$16,197",23,"34,140"
306444,Stillwater,1991,Per capita income,BEA,Annual,Montana,"$14,640",38,"6,703"
306446,Roosevelt,1991,Per capita income,BEA,Annual,Montana,"$12,248",55,"10,780"
306448,Rosebud,1991,Per capita income,BEA,Annual,Montana,"$17,793",8,"10,335"
306450,Sanders,1991,Per capita income,BEA,Annual,Montana,"$12,848",50,"8,628"
306452,Prairie,1991,Per capita income,BEA,Annual,Montana,"$16,931",15,"1,326"
306454,Ravalli,1991,Per capita income,BEA,Annual,Montana,"$14,331",41,"25,985"
306456,Richland,1991,Per capita income,BEA,Annual,Montana,"$14,480",39,"10,534"
306458,Pondera,1991,Per capita income,BEA,Annual,Montana,"$17,602",11,"6,287"
306460,Powder River,1991,Per capita income,BEA,Annual,Montana,"$15,086",33,"2,054"
306462,Powell,1991,Per capita income,BEA,Annual,Montana,"$14,056",43,"6,712"
306464,Park,1991,Per capita income,BEA,Annual,Montana,"$13,986",44,"14,458"
306466,Petroleum,1991,Per capita income,BEA,Annual,Montana,"$17,250",12,508
306468,Phillips,1991,Per capita income,BEA,Annual,Montana,"$15,080",34,"5,152"
306470,Mineral,1991,Per capita income,BEA,Annual,Montana,"$11,956",56,"3,328"
306472,Missoula,1991,Per capita income,BEA,Annual,Montana,"$16,486",19,"81,098"
306474,Musselshell,1991,Per capita income,BEA,Annual,Montana,"$12,723",52,"4,126"
306476,McCone,1991,Per capita income,BEA,Annual,Montana,"$14,767",36,"2,189"
306478,Madison,1991,Per capita income,BEA,Annual,Montana,"$13,853",45,"6,091"
306480,Meagher,1991,Per capita income,BEA,Annual,Montana,"$16,217",21,"1,847"
306482,Lewis and Clark,1991,Per capita income,BEA,Annual,Montana,"$17,697",9,"48,393"
306484,Liberty,1991,Per capita income,BEA,Annual,Montana,"$21,488",2,"2,256"
306486,Lincoln,1991,Per capita income,BEA,Annual,Montana,"$13,364",47,"17,561"
306488,Jefferson,1991,Per capita income,BEA,Annual,Montana,"$17,660",10,"8,082"
306490,Judith Basin,1991,Per capita income,BEA,Annual,Montana,"$19,238",3,"2,277"
306492,Lake,1991,Per capita income,BEA,Annual,Montana,"$13,790",46,"21,589"
306494,Golden Valley,1991,Per capita income,BEA,Annual,Montana,"$14,194",42,907
306496,Granite,1991,Per capita income,BEA,Annual,Montana,"$15,512",30,"2,529"
306498,Hill,1991,Per capita income,BEA,Annual,Montana,"$17,102",14,"17,629"
306500,Gallatin,1991,Per capita income,BEA,Annual,Montana,"$16,407",20,"52,588"
306502,Garfield,1991,Per capita income,BEA,Annual,Montana,"$15,690",27,"1,487"
306504,Glacier,1991,Per capita income,BEA,Annual,Montana,"$12,845",51,"12,121"
306506,Fallon,1991,Per capita income,BEA,Annual,Montana,"$14,899",35,"3,088"
306508,Fergus,1991,Per capita income,BEA,Annual,Montana,"$15,778",26,"12,307"
306510,Flathead,1991,Per capita income,BEA,Annual,Montana,"$16,543",18,"60,899"
306512,Daniels,1991,Per capita income,BEA,Annual,Montana,"$18,379",5,"2,151"
306514,Dawson,1991,Per capita income,BEA,Annual,Montana,"$15,224",32,"9,334"
306516,Deer Lodge,1991,Per capita income,BEA,Annual,Montana,"$13,220",49,"10,164"
306518,Cascade,1991,Per capita income,BEA,Annual,Montana,"$18,173",7,"78,651"
306520,Chouteau,1991,Per capita income,BEA,Annual,Montana,"$21,963",1,"5,530"
306522,Custer,1991,Per capita income,BEA,Annual,Montana,"$16,818",16,"11,626"
306524,Broadwater,1991,Per capita income,BEA,Annual,Montana,"$14,373",40,"3,381"
306526,Carbon,1991,Per capita income,BEA,Annual,Montana,"$16,199",22,"8,001"
306528,Carter,1991,Per capita income,BEA,Annual,Montana,"$14,692",37,"1,436"
306530,Beaverhead,1991,Per capita income,BEA,Annual,Montana,"$15,378",31,"8,487"
306532,Big Horn,1991,Per capita income,BEA,Annual,Montana,"$12,389",54,"11,400"
306534,Blaine,1991,Per capita income,BEA,Annual,Montana,"$13,221",48,"6,773"
308102,Wibaux,1990,Per capita income,BEA,Annual,Montana,"$11,641",52,"1,189"
308105,Yellowstone,1990,Per capita income,BEA,Annual,Montana,"$17,472",5,"113,557"
308108,Valley,1990,Per capita income,BEA,Annual,Montana,"$14,689",26,"8,175"
308111,Wheatland,1990,Per capita income,BEA,Annual,Montana,"$14,410",29,"2,246"
308114,Toole,1990,Per capita income,BEA,Annual,Montana,"$17,999",3,"5,050"
308117,Treasure,1990,Per capita income,BEA,Annual,Montana,"$15,719",16,867
308120,Sweet Grass,1990,Per capita income,BEA,Annual,Montana,"$14,768",23,"3,146"
308123,Teton,1990,Per capita income,BEA,Annual,Montana,"$16,641",8,"6,267"
